TR_A_interestDueVal_t,TR_A_interestPayment_t,TR_A_interestShortfall_t,TR_A_principalPayment_t,TR_A_notionalBalanceVal_t,TR_B_interestDueVal_t,TR_B_interestPayment_t,TR_B_interestShortfall_t,TR_B_principalPayment_t,TR_B_notionalBalanceVal_t,reserveAccount_t
0,0,0,1244377.2736047022,0.0,0,0,0,414792.42453490105,0.0,6280250.818381822
0,0,0,0,0.0,0,0,0,0,0.0,8907718.244812327
0,0,0,0,0.0,0,0,0,0,0.0,11525187.037468988
0,0,0,0,0.0,0,0,0,0,0.0,14183593.884860825
0,0,0,0,0.0,0,0,0,0,0.0,16847506.530552376
0,0,0,0,0.0,0,0,0,0,0.0,19527952.864628118
0,0,0,0,0.0,0,0,0,0,0.0,22210220.134127468
0,0,0,0,0.0,0,0,0,0,0.0,24908992.686929487
0,0,0,0,0.0,0,0,0,0,0.0,27601343.7245043
0,0,0,0,0.0,0,0,0,0,0.0,30282417.285114877
0,0,0,0,0.0,0,0,0,0,0.0,32970761.592351686
0,0,0,0,0.0,0,0,0,0,0.0,35663644.36085404
0,0,0,0,0.0,0,0,0,0,0.0,38349331.427365854
0,0,0,0,0.0,0,0,0,0,0.0,41021590.2920295
0,0,0,0,0.0,0,0,0,0,0.0,43682027.1100008
0,0,0,0,0.0,0,0,0,0,0.0,46329422.69305543
0,0,0,0,0.0,0,0,0,0,0.0,48971516.927113034
0,0,0,0,0.0,0,0,0,0,0.0,51600506.19767841
0,0,0,0,0.0,0,0,0,0,0.0,54223107.82981918
0,0,0,0,0.0,0,0,0,0,0.0,56841215.58760567
0,0,0,0,0.0,0,0,0,0,0.0,59458465.70693566
0,0,0,0,0.0,0,0,0,0,0.0,62073640.63050308
0,0,0,0,0.0,0,0,0,0,0.0,64684858.97264573
0,0,0,0,0.0,0,0,0,0,0.0,67283476.6377315
0,0,0,0,0.0,0,0,0,0,0.0,69884242.84973636
0,0,0,0,0.0,0,0,0,0,0.0,72481518.4064486
0,0,0,0,0.0,0,0,0,0,0.0,75065599.79261771
0,0,0,0,0.0,0,0,0,0,0.0,77653711.80846982
0,0,0,0,0.0,0,0,0,0,0.0,80231808.17990004
0,0,0,0,0.0,0,0,0,0,0.0,82818485.89373006
0,0,0,0,0.0,0,0,0,0,0.0,85386323.37946603
0,0,0,0,0.0,0,0,0,0,0.0,87960303.70490457
0,0,0,0,0.0,0,0,0,0,0.0,90521260.67972828
0,0,0,0,0.0,0,0,0,0,0.0,93085875.34255137
0,0,0,0,0.0,0,0,0,0,0.0,95644412.54647271
0,0,0,0,0.0,0,0,0,0,0.0,98196612.64267233
0,0,0,0,0.0,0,0,0,0,0.0,100746640.22040425
0,0,0,0,0.0,0,0,0,0,0.0,103289329.49107003
0,0,0,0,0.0,0,0,0,0,0.0,105813618.4180734
0,0,0,0,0.0,0,0,0,0,0.0,108339183.62076701
0,0,0,0,0.0,0,0,0,0,0.0,110851935.62674691
0,0,0,0,0.0,0,0,0,0,0.0,113352764.51559031
0,0,0,0,0.0,0,0,0,0,0.0,115852457.95230968
0,0,0,0,0.0,0,0,0,0,0.0,118359212.07781915
0,0,0,0,0.0,0,0,0,0,0.0,120859699.55132863
0,0,0,0,0.0,0,0,0,0,0.0,123342208.69914725
0,0,0,0,0.0,0,0,0,0,0.0,125821853.31567977
0,0,0,0,0.0,0,0,0,0,0.0,128307481.52751403
0,0,0,0,0.0,0,0,0,0,0.0,130786141.41814968
0,0,0,0,0.0,0,0,0,0,0.0,133276678.39082696
0,0,0,0,0.0,0,0,0,0,0.0,135758546.91029918
0,0,0,0,0.0,0,0,0,0,0.0,138255587.3869247
0,0,0,0,0.0,0,0,0,0,0.0,140755439.42702958
0,0,0,0,0.0,0,0,0,0,0.0,143249704.72492772
0,0,0,0,0.0,0,0,0,0,0.0,145743229.21562207
0,0,0,0,0.0,0,0,0,0,0.0,148252160.49506655
0,0,0,0,0.0,0,0,0,0,0.0,150764861.03949386
0,0,0,0,0.0,0,0,0,0,0.0,153287604.84116924
0,0,0,0,0.0,0,0,0,0,0.0,155813696.67659816
